NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,위도,경도
1953,서울특별시 노원구 상계동,1**,8m미만,54.36,전세,202204,26,17000,0,1992.0,상계로23가길,202206~202406,신규,-,,,단독다가구,37.6596126,127.0709552
1954,서울특별시 노원구 상계동,3**,8m미만,25.0,전세,202204,26,9500,0,1992.0,상계로13길,202204~202404,신규,-,,,단독다가구,,
1955,서울특별시 노원구 상계동,1**,8m미만,54.36,전세,202204,26,17000,0,1992.0,상계로23가길,202206~202406,신규,-,,,단독다가구,37.6596126,127.0709552
1961,서울특별시 노원구 하계동,6*,8m미만,56.24,전세,202204,26,14000,0,1996.0,공릉로58다길,202204~202404,갱신,-,"1,000",65.0,단독다가구,37.6367777,127.0742922
1962,서울특별시 노원구 월계동,3**,8m미만,36.8,전세,202204,26,13000,0,1993.0,광운로7길,202205~202405,신규,-,,,단독다가구,37.6208683,127.0582248
1963,서울특별시 노원구 월계동,2**,12m미만,40.0,전세,202204,26,11000,0,1997.0,초안산로2길,202206~202406,신규,-,,,단독다가구,37.6338158,127.0582095
1964,서울특별시 노원구 공릉동,2**,8m미만,20.0,전세,202204,26,6000,0,2016.0,노원로1길,-,-,-,,,단독다가구,35.8936339,128.5639168
1965,서울특별시 노원구 상계동,1**,8m미만,49.5,전세,202204,26,10000,0,1994.0,덕릉로113가길,-,-,-,,,단독다가구,37.6681428,127.0783415
1966,서울특별시 노원구 공릉동,4**,8m미만,18.0,전세,202204,25,8500,0,2009.0,동일로187길,202205~202305,신규,-,,,단독다가구,37.6239362,127.071918
1967,서울특별시 노원구 하계동,6*,8m미만,54.0,전세,202204,25,10500,0,1996.0,공릉로58바길,202204~202404,갱신,-,500,50.0,단독다가구,37.6370442,127.0771725
1969,서울특별시 노원구 월계동,6*,8m미만,50.84,전세,202204,25,17000,0,1990.0,석계로8가길,202206~202406,신규,-,,,단독다가구,37.6154275,127.0648507
1972,서울특별시 노원구 상계동,1**,8m미만,25.0,전세,202204,25,2100,0,1990.0,한글비석로24자길,-,-,-,,,단독다가구,37.664719,127.0733666
1973,서울특별시 노원구 상계동,3**,12m미만,55.08,전세,202204,25,16000,0,1989.0,상계로24길,-,신규,-,,,단독다가구,37.6579154,127.0709953
1974,서울특별시 노원구 상계동,3**,8m미만,14.65,전세,202204,25,10500,0,,노해로85길,202205~202305,신규,-,,,단독다가구,37.6560653,127.0660143
1975,서울특별시 노원구 상계동,3**,8m미만,57.51,전세,202204,25,12000,0,1996.0,상계로9길,202205~202405,갱신,-,"10,000",0.0,단독다가구,37.6580554,127.0662992
1976,서울특별시 노원구 상계동,3**,8m미만,57.51,전세,202204,25,10000,0,1996.0,상계로9길,-,-,-,,,단독다가구,37.6580554,127.0662992
1978,서울특별시 노원구 공릉동,4**,8m미만,13.0,전세,202204,25,5300,0,2002.0,동일로186길,-,-,-,,,단독다가구,37.6251763,127.0734911
1979,서울특별시 노원구 월계동,2**,8m미만,36.0,전세,202204,24,10000,0,1989.0,초안산로2길,202204~202404,신규,-,,,단독다가구,37.6338158,127.0582095
1980,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202204,23,8500,0,2014.0,동일로182길,202204~202304,신규,-,,,단독다가구,37.6240719,127.0775937
1982,서울특별시 노원구 상계동,7*,-,57.0,전세,202204,23,10000,0,1991.0,덕릉로130길,202206~202406,신규,-,,,단독다가구,37.6718372,127.0856916
1983,서울특별시 노원구 상계동,1**,12m미만,24.0,전세,202204,23,7500,0,2010.0,노원로30길,-,-,-,,,단독다가구,37.6545716,127.0698507
1984,서울특별시 노원구 상계동,3**,8m미만,29.1,전세,202204,23,8500,0,1991.0,상계로12길,202205~202405,신규,-,,,단독다가구,37.6561017,127.0698992
1985,서울특별시 노원구 월계동,4*,8m미만,36.5,전세,202204,23,9500,0,1994.0,석계로8길,-,신규,-,,,단독다가구,37.6155459,127.0652096
1986,서울특별시 노원구 하계동,1**,8m미만,24.0,전세,202204,23,11000,0,2017.0,공릉로59가길,202204~202404,신규,-,,,단독다가구,37.6350724,127.0706806
1987,서울특별시 노원구 상계동,1**,8m미만,27.58,전세,202204,22,8000,0,1992.0,덕릉로109다길,-,-,-,,,단독다가구,37.6675343,127.0782961
1988,서울특별시 노원구 상계동,3**,8m미만,33.0,전세,202204,22,11000,0,2013.0,상계로23가길,-,-,-,,,단독다가구,37.6596126,127.0709552
1990,서울특별시 노원구 월계동,2*,8m미만,33.5,전세,202204,22,6800,0,1997.0,화랑로,202204~202404,갱신,사용,"6,800",0.0,단독다가구,35.844717,129.2055617
1993,서울특별시 노원구 상계동,6*,-,37.0,전세,202204,22,6000,0,1990.0,덕릉로124가길,-,-,-,,,단독다가구,37.6700565,127.0821077
1994,서울특별시 노원구 공릉동,5**,8m미만,13.73,전세,202204,22,9000,0,2020.0,동일로183길,202205~202405,신규,-,,,단독다가구,37.6228891,127.07193
1995,서울특별시 노원구 상계동,*,-,26.44,전세,202204,22,5000,0,,덕릉로131길,-,-,-,,,단독다가구,37.6738794,127.0824586
1996,서울특별시 노원구 공릉동,5**,8m미만,11.7,전세,202204,21,6000,0,2015.0,동일로184길,-,-,-,,,단독다가구,37.6238144,127.0748971
1997,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202204,21,6500,0,2012.0,동일로186길,-,-,-,,,단독다가구,37.6251763,127.0734911
1998,서울특별시 노원구 공릉동,5**,8m미만,37.0,전세,202204,21,13000,0,1991.0,동일로178길,202205~202405,신규,-,,,단독다가구,37.6218701,127.0756461
1999,서울특별시 노원구 상계동,3**,12m미만,44.0,전세,202204,21,13000,0,1996.0,상계로17길,202206~202406,신규,-,,,단독다가구,37.6594505,127.0668279
2000,서울특별시 노원구 상계동,1**,8m미만,57.4,전세,202204,21,17000,0,1992.0,상계로23가길,202205~202405,신규,-,,,단독다가구,37.6596126,127.0709552
2001,서울특별시 노원구 상계동,1**,8m미만,57.4,전세,202204,21,17000,0,1992.0,상계로23가길,-,-,-,,,단독다가구,37.6596126,127.0709552
2002,서울특별시 노원구 월계동,4**,12m미만,19.0,전세,202204,20,7200,0,2008.0,광운로2길,202204~202210,신규,-,,,단독다가구,37.61773,127.05804
2003,서울특별시 노원구 상계동,7*,-,34.0,전세,202204,20,2000,0,1995.0,덕릉로126나길,-,-,-,,,단독다가구,37.6709891,127.0829012
2005,서울특별시 노원구 공릉동,6**,8m미만,16.83,전세,202204,20,9000,0,,공릉로20길,202205~202405,갱신,-,"9,000",0.0,단독다가구,37.6194382,127.0790622
2006,서울특별시 노원구 상계동,1***,8m미만,19.8,전세,202204,19,7500,0,2007.0,동일로237바길,202204~202404,신규,-,,,단독다가구,37.6739881,127.050163
2007,서울특별시 노원구 상계동,3**,8m미만,28.0,전세,202204,19,6200,0,1992.0,한글비석로35길,-,-,-,,,단독다가구,37.6615101,127.0692673
2008,서울특별시 노원구 상계동,1**,8m미만,20.0,전세,202204,19,7300,0,2007.0,한글비석로25길,202205~202305,신규,-,,,단독다가구,37.6604082,127.0701949
2011,서울특별시 노원구 상계동,3**,8m미만,22.4,전세,202204,19,5500,0,1993.0,상계로24길,-,-,-,,,단독다가구,37.6579154,127.0709953
2012,서울특별시 노원구 하계동,6*,8m미만,46.28,전세,202204,19,12000,0,1996.0,공릉로58다길,202204~202404,갱신,-,"1,000",55.0,단독다가구,37.6367777,127.0742922
2013,서울특별시 노원구 공릉동,5**,8m미만,40.0,전세,202204,19,15000,0,2016.0,동일로179길,202205~202405,갱신,-,"14,000",0.0,단독다가구,37.6227139,127.0731824
2014,서울특별시 노원구 공릉동,4**,8m미만,37.84,전세,202204,19,11000,0,2003.0,동일로173가길,202204~202404,신규,-,,,단독다가구,37.6186978,127.0736517
2017,서울특별시 노원구 상계동,3**,12m미만,33.0,전세,202204,18,17000,0,1992.0,상계로18길,202206~202406,갱신,-,"9,000",0.0,단독다가구,37.6568547,127.0700566
2019,서울특별시 노원구 상계동,1**,12m미만,45.49,전세,202204,18,6825,0,1995.0,한글비석로24마길,202207~202407,갱신,사용,"6,500",0.0,단독다가구,37.6658723,127.070752
2020,서울특별시 노원구 공릉동,5**,8m미만,30.0,전세,202204,18,6500,0,1996.0,동일로184길,-,-,-,,,단독다가구,37.6238144,127.0748971
2021,서울특별시 노원구 월계동,3*,8m미만,56.53,전세,202204,18,15000,0,1975.0,화랑로45길,202204~202404,갱신,사용,"15,000",0.0,단독다가구,37.6163397,127.0654128
2024,서울특별시 노원구 상계동,1**,12m미만,56.34,전세,202204,18,15000,0,1997.0,한글비석로24바길,202205~202405,신규,-,,,단독다가구,37.664258,127.0722324
2025,서울특별시 노원구 상계동,3**,8m미만,28.0,전세,202204,17,6300,0,1992.0,한글비석로35길,-,-,-,,,단독다가구,37.6615101,127.0692673
2026,서울특별시 노원구 월계동,2**,8m미만,23.0,전세,202204,16,4000,0,1995.0,초안산로2길,-,-,-,,,단독다가구,37.6338158,127.0582095
2027,서울특별시 노원구 공릉동,2**,8m미만,12.7,전세,202204,16,8500,0,2017.0,노원로1마길,202205~202305,신규,-,,,단독다가구,37.6214516,127.0811566
2028,서울특별시 노원구 공릉동,3**,8m미만,18.18,전세,202204,16,9000,0,2010.0,공릉로41길,202205~202305,신규,-,,,단독다가구,37.62463,127.0785032
2029,서울특별시 노원구 공릉동,6**,8m미만,15.0,전세,202204,16,6200,0,2014.0,공릉로22길,202204~202304,신규,-,,,단독다가구,,
2030,서울특별시 노원구 공릉동,5**,8m미만,40.0,전세,202204,16,7700,0,1994.0,동일로184길,202205~202405,신규,-,,,단독다가구,37.6238144,127.0748971
2031,서울특별시 노원구 상계동,6*,-,35.58,전세,202204,16,4000,0,,덕릉로119가길,-,-,-,,,단독다가구,37.6700403,127.0802066
2032,서울특별시 노원구 상계동,1***,8m미만,51.84,전세,202204,16,13000,0,1993.0,동일로230다길,202204~202404,신규,-,,,단독다가구,37.6743884,127.0579914
2033,서울특별시 노원구 상계동,1**,8m미만,30.4,전세,202204,16,7500,0,1992.0,상계로12길,202204~202404,신규,-,,,단독다가구,37.6561017,127.0698992
2037,서울특별시 노원구 상계동,1**,8m미만,47.47,전세,202204,16,5500,0,1997.0,상계로31길,-,-,-,,,단독다가구,37.6712425,127.0767339
2039,서울특별시 노원구 월계동,3**,8m미만,16.5,전세,202204,16,7500,0,2010.0,광운로19가길,202204~202304,신규,-,,,단독다가구,37.6237338,127.0595423
2042,서울특별시 노원구 상계동,1**,8m미만,50.19,전세,202204,15,8000,0,1993.0,상계로12길,-,-,-,,,단독다가구,37.6561017,127.0698992
2043,서울특별시 노원구 중계동,1**,8m미만,33.0,전세,202204,15,8000,0,1993.0,덕릉로92길,-,-,-,,,단독다가구,,
2044,서울특별시 노원구 상계동,1**,8m미만,52.0,전세,202204,15,14000,0,1995.0,노원로32길,202204~202404,신규,-,,,단독다가구,37.6556761,127.0687266
2045,서울특별시 노원구 공릉동,5**,8m미만,17.0,전세,202204,15,8000,0,2017.0,동일로180길,202204~202304,신규,-,,,단독다가구,37.622504,127.0759676
2046,서울특별시 노원구 공릉동,5**,8m미만,47.45,전세,202204,15,15000,0,1993.0,동일로184길,202206~202406,신규,-,,,단독다가구,37.6238144,127.0748971
2048,서울특별시 노원구 상계동,1***,12m미만,52.72,전세,202204,15,12400,0,2017.0,동일로239길,-,-,-,,,단독다가구,37.6745982,127.0529159
2050,서울특별시 노원구 상계동,1**,8m미만,35.0,전세,202204,14,6500,0,1996.0,한글비석로,-,-,-,,,단독다가구,37.6661065,127.06948626989912
2051,서울특별시 노원구 상계동,1**,8m미만,25.48,전세,202204,14,6300,0,1995.0,상계로31길,-,-,-,,,단독다가구,37.6712425,127.0767339
2053,서울특별시 노원구 월계동,2*,8m미만,33.0,전세,202204,14,7000,0,1997.0,화랑로,202204~202404,갱신,사용,"7,000",0.0,단독다가구,35.844717,129.2055617
2054,서울특별시 노원구 공릉동,4**,8m미만,25.0,전세,202204,14,7500,0,1996.0,공릉로41라길,202205~202405,신규,-,,,단독다가구,37.6252785,127.0781803
2055,서울특별시 노원구 공릉동,6**,25m미만,40.0,전세,202204,14,19000,0,2015.0,공릉로,202205~202405,갱신,-,"15,000",0.0,단독다가구,37.6268136,127.0790507
2058,서울특별시 노원구 상계동,1**,12m미만,39.98,전세,202204,13,7500,0,2014.0,한글비석로24나길,202204~202404,신규,-,,,단독다가구,37.6622875,127.072154
2059,서울특별시 노원구 공릉동,2**,8m미만,14.0,전세,202204,13,6000,0,2015.0,공릉로32길,-,-,-,,,단독다가구,37.6222263,127.0802805
2060,서울특별시 노원구 상계동,1***,8m미만,33.0,전세,202204,13,8000,0,1995.0,동일로237다길,202206~202406,신규,-,,,단독다가구,37.6762029,127.0523966
2061,서울특별시 노원구 상계동,1***,8m미만,32.68,전세,202204,13,9000,0,1993.0,동일로237길,202204~202404,신규,-,,,단독다가구,37.6733672,127.0510265
2062,서울특별시 노원구 상계동,1**,8m미만,28.0,전세,202204,13,5500,0,1992.0,덕릉로109다길,-,-,-,,,단독다가구,37.6675343,127.0782961
2063,서울특별시 노원구 상계동,1***,8m미만,15.0,전세,202204,13,4500,0,1993.0,동일로237길,-,-,-,,,단독다가구,37.6733672,127.0510265
2064,서울특별시 노원구 월계동,4**,12m미만,19.0,전세,202204,13,6300,0,2008.0,광운로2길,202204~202302,신규,-,,,단독다가구,37.61773,127.05804
2065,서울특별시 노원구 중계동,1**,25m미만,15.0,전세,202204,13,8300,0,2010.0,덕릉로86길,202204~202304,신규,-,,,단독다가구,37.6608397,127.0787916
2067,서울특별시 노원구 공릉동,6**,8m미만,36.0,전세,202204,12,15000,0,2014.0,공릉로20길,202204~202404,신규,-,,,단독다가구,37.6194382,127.0790622
2068,서울특별시 노원구 상계동,4*,-,31.08,전세,202204,12,4000,0,1991.0,덕릉로126다길,-,-,-,,,단독다가구,37.6714303,127.0833418
2069,서울특별시 노원구 상계동,7*,-,45.0,전세,202204,12,8000,0,1992.0,덕릉로126라길,-,신규,-,,,단독다가구,37.6708336,127.0834073
2070,서울특별시 노원구 상계동,1**,12m미만,40.0,전세,202204,12,10000,0,1995.0,한글비석로,-,-,-,,,단독다가구,37.6661065,127.06948626989912
2071,서울특별시 노원구 상계동,1**,8m미만,38.59,전세,202204,12,6500,0,1996.0,한글비석로24다길,-,-,-,,,단독다가구,37.6629403,127.0720379
2072,서울특별시 노원구 상계동,4**,8m미만,29.7,전세,202204,12,6300,0,1989.0,한글비석로47길,-,-,-,,,단독다가구,37.6597828,127.0660447
2073,서울특별시 노원구 상계동,1***,8m미만,40.57,전세,202204,12,6000,0,1986.0,동일로242바길,-,-,-,,,단독다가구,37.6730736,127.061604
2074,서울특별시 노원구 상계동,1***,8m미만,18.0,전세,202204,11,8000,0,2019.0,동일로239나길,202204~202404,신규,-,,,단독다가구,37.6770879,127.0517007
2075,서울특별시 노원구 상계동,1**,8m미만,46.6,전세,202204,11,9000,0,1994.0,상계로12길,202205~202405,갱신,-,"9,000",0.0,단독다가구,37.6561017,127.0698992
2076,서울특별시 노원구 상계동,1**,8m미만,21.0,전세,202204,11,9500,0,2013.0,한글비석로24라길,202204~202404,신규,-,,,단독다가구,37.6662137,127.0697279
2077,서울특별시 노원구 상계동,4**,12m미만,38.7,전세,202204,11,9000,0,1997.0,한글비석로47길,202205~202405,신규,-,,,단독다가구,37.6597828,127.0660447
2078,서울특별시 노원구 공릉동,5**,8m미만,53.64,전세,202204,11,12000,0,1993.0,동일로182길,202206~202406,신규,-,,,단독다가구,37.6240719,127.0775937
2079,서울특별시 노원구 공릉동,5**,12m미만,20.0,전세,202204,11,8000,0,2016.0,동일로176길,202204~202304,신규,-,,,단독다가구,37.6202735,127.0755948
2080,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202204,11,7500,0,2012.0,동일로186길,202204~202302,신규,-,,,단독다가구,37.6251763,127.0734911
2081,서울특별시 노원구 공릉동,5**,12m미만,30.0,전세,202204,11,9500,0,2002.0,동일로176길,202205~202405,신규,-,,,단독다가구,37.6202735,127.0755948
2082,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202204,11,7500,0,2012.0,동일로186길,202204~202302,신규,-,,,단독다가구,37.6251763,127.0734911
2083,서울특별시 노원구 상계동,1**,8m미만,37.3,전세,202204,11,8500,0,1996.0,덕릉로115가길,202204~202404,신규,-,,,단독다가구,37.6678887,127.0788814
2084,서울특별시 노원구 공릉동,6**,8m미만,23.3,전세,202204,11,20000,0,2022.0,공릉로24길,202205~202405,신규,-,,,단독다가구,,
2085,서울특별시 노원구 상계동,1**,-,37.0,전세,202204,11,4500,0,1994.0,상계로39길,-,-,-,,,단독다가구,37.6709402,127.0803658
2086,서울특별시 노원구 월계동,5**,12m미만,30.0,전세,202204,11,8500,0,1991.0,월계로44길,202204~202302,신규,-,,,단독다가구,37.6233704,127.0520172
2087,서울특별시 노원구 하계동,1**,25m미만,21.88,전세,202204,11,12000,0,2021.0,공릉로,202204~202404,신규,-,,,단독다가구,37.6268136,127.0790507
2088,서울특별시 노원구 하계동,6*,8m미만,47.0,전세,202204,11,8360,0,1996.0,공릉로58다길,202204~202404,갱신,-,360,40.0,단독다가구,37.6367777,127.0742922
2089,서울특별시 노원구 상계동,6*,-,17.0,전세,202204,10,3100,0,1978.0,덕릉로119가길,-,-,-,,,단독다가구,37.6700403,127.0802066
2090,서울특별시 노원구 상계동,1**,8m미만,50.0,전세,202204,9,13000,0,1993.0,상계로12길,202204~202404,갱신,-,"12,000",0.0,단독다가구,37.6561017,127.0698992
2091,서울특별시 노원구 상계동,1**,8m미만,15.0,전세,202204,9,6500,0,2017.0,한글비석로,202205~202405,신규,-,,,단독다가구,37.6661065,127.06948626989912
2092,서울특별시 노원구 공릉동,3**,12m미만,24.0,전세,202204,9,6200,0,1994.0,공릉로29길,-,신규,-,,,단독다가구,,
2093,서울특별시 노원구 공릉동,2**,12m미만,18.1,전세,202204,9,9500,0,2015.0,노원로1바길,202205~202305,신규,-,,,단독다가구,37.6210707,127.0806902
2094,서울특별시 노원구 상계동,1***,8m미만,16.0,전세,202204,9,4500,0,2010.0,동일로242길,-,-,-,,,단독다가구,37.6748845,127.0579053
2095,서울특별시 노원구 상계동,1**,8m미만,49.7,전세,202204,9,6000,0,1992.0,한글비석로24사길,-,-,-,,,단독다가구,37.6640083,127.0735818
2096,서울특별시 노원구 상계동,1***,8m미만,16.0,전세,202204,9,5000,0,2010.0,동일로242길,-,-,-,,,단독다가구,37.6748845,127.0579053
2098,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202204,8,6200,0,2016.0,광운로17길,-,-,-,,,단독다가구,37.6224818,127.0579185
2100,서울특별시 노원구 상계동,1**,8m미만,41.9,전세,202204,8,9000,0,2011.0,한글비석로24나길,202204~202404,신규,-,,,단독다가구,37.6622875,127.072154
2101,서울특별시 노원구 상계동,1**,25m미만,50.0,전세,202204,8,10000,0,1992.0,수락산로,202206~202406,신규,-,,,단독다가구,37.6712271,127.0500943
2102,서울특별시 노원구 공릉동,3**,8m미만,33.0,전세,202204,7,6500,0,1979.0,동일로195길,202205~202405,신규,-,,,단독다가구,37.62721,127.07084
2103,서울특별시 노원구 공릉동,2**,25m미만,50.39,전세,202204,7,21500,0,2017.0,공릉로34길,202204~202404,갱신,사용,"20,500",0.0,단독다가구,37.6221284,127.0800385
2104,서울특별시 노원구 공릉동,5**,8m미만,18.67,전세,202204,7,8000,0,2001.0,동일로176길,202204~202404,-,-,,,단독다가구,37.6202735,127.0755948
2105,서울특별시 노원구 공릉동,4**,12m미만,16.0,전세,202204,7,7500,0,2010.0,동일로183길,-,-,-,,,단독다가구,37.6228891,127.07193
2109,서울특별시 노원구 상계동,3**,8m미만,51.34,전세,202204,6,15000,0,1991.0,상계로15길,202204~202404,신규,-,,,단독다가구,,
2110,서울특별시 노원구 상계동,1**,12m미만,41.83,전세,202204,6,5000,0,1991.0,한글비석로24길,-,-,-,,,단독다가구,37.6634773,127.0737793
2111,서울특별시 노원구 상계동,3**,8m미만,23.76,전세,202204,6,11500,0,1992.0,상계로24길,-,-,-,,,단독다가구,37.6579154,127.0709953
2112,서울특별시 노원구 상계동,1**,12m미만,15.0,전세,202204,6,8500,0,2016.0,한글비석로24바길,202204~202304,신규,-,,,단독다가구,37.664258,127.0722324
2113,서울특별시 노원구 상계동,7*,-,58.5,전세,202204,6,11000,0,1991.0,덕릉로126라길,202204~202404,신규,-,,,단독다가구,37.6708336,127.0834073
2115,서울특별시 노원구 상계동,4*,-,49.95,전세,202204,6,12600,0,1991.0,덕릉로126길,202205~202405,갱신,-,"9,500",0.0,단독다가구,37.6709047,127.0824808
2118,서울특별시 노원구 공릉동,6**,8m미만,35.0,전세,202204,6,20000,0,2022.0,공릉로24길,202205~202405,신규,-,,,단독다가구,,
2119,서울특별시 노원구 상계동,1***,8m미만,50.36,전세,202204,6,13000,0,1996.0,동일로242길,202206~202406,신규,-,,,단독다가구,37.6748845,127.0579053
2120,서울특별시 노원구 상계동,1**,8m미만,20.66,전세,202204,5,5000,0,1972.0,덕릉로115가길,-,-,-,,,단독다가구,37.6678887,127.0788814
2121,서울특별시 노원구 상계동,1***,8m미만,18.1,전세,202204,5,10000,0,,동일로239가길,202204~202404,신규,-,,,단독다가구,37.6755125,127.0547832
2122,서울특별시 노원구 상계동,1**,12m미만,24.0,전세,202204,5,7500,0,1992.0,상계로12길,202204~202404,신규,-,,,단독다가구,37.6561017,127.0698992
2123,서울특별시 노원구 상계동,3**,12m미만,20.0,전세,202204,5,8500,0,2010.0,상계로18길,202204~202304,신규,-,,,단독다가구,37.6568547,127.0700566
2124,서울특별시 노원구 상계동,1**,8m미만,20.0,전세,202204,5,12000,0,2018.0,노원로32길,202204~202404,신규,-,,,단독다가구,37.6556761,127.0687266
2125,서울특별시 노원구 상계동,4**,8m미만,20.0,전세,202204,5,13000,0,,한글비석로47길,202204~202404,신규,-,,,단독다가구,37.6597828,127.0660447
2126,서울특별시 노원구 상계동,7*,-,35.11,전세,202204,5,7000,0,1992.0,덕릉로130길,202206~202406,신규,-,,,단독다가구,37.6718372,127.0856916
2127,서울특별시 노원구 월계동,2**,8m미만,15.0,전세,202204,5,9000,0,2017.0,초안산로2길,202204~202304,신규,-,,,단독다가구,37.6338158,127.0582095
2128,서울특별시 노원구 월계동,3**,8m미만,39.0,전세,202204,5,8000,0,1995.0,광운로19가길,202204~202404,신규,-,,,단독다가구,37.6237338,127.0595423
2129,서울특별시 노원구 공릉동,3**,8m미만,25.0,전세,202204,5,18000,0,2017.0,공릉로27길,202206~202405,신규,-,,,단독다가구,37.6241359,127.0777465
2130,서울특별시 노원구 월계동,4**,8m미만,35.0,전세,202204,4,10000,0,1991.0,석계로7길,202205~202405,신규,-,,,단독다가구,37.6165015,127.0635112
2131,서울특별시 노원구 상계동,1**,8m미만,18.84,전세,202204,4,9500,0,2017.0,노원로26나길,202204~202404,신규,-,,,단독다가구,37.6538735,127.0699723
2132,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202204,4,5000,0,2016.0,광운로17길,-,-,-,,,단독다가구,37.6224818,127.0579185
2133,서울특별시 노원구 월계동,3**,8m미만,13.2,전세,202204,4,7000,0,2015.0,광운로13길,202204~202402,신규,-,,,단독다가구,37.6214886,127.0588884
2135,서울특별시 노원구 상계동,1**,8m미만,28.0,전세,202204,2,6500,0,1993.0,덕릉로113가길,202204~202404,신규,-,,,단독다가구,37.6681428,127.0783415
2136,서울특별시 노원구 공릉동,4**,8m미만,20.0,전세,202204,2,9500,0,2007.0,공릉로41라길,202204~202302,신규,-,,,단독다가구,37.6252785,127.0781803
2137,서울특별시 노원구 공릉동,3**,12m미만,13.4,전세,202204,2,9000,0,2018.0,동일로193길,-,-,-,,,단독다가구,37.6260364,127.0719136
2138,서울특별시 노원구 상계동,1**,8m미만,28.0,전세,202204,2,6500,0,1993.0,덕릉로113가길,202204~202404,신규,-,,,단독다가구,37.6681428,127.0783415
2141,서울특별시 노원구 공릉동,5**,8m미만,13.0,전세,202204,1,3000,0,2008.0,동일로182길,-,-,-,,,단독다가구,37.6240719,127.0775937
2142,서울특별시 노원구 월계동,5**,8m미만,27.24,전세,202204,1,13000,0,2019.0,월계로44가길,202204~202404,신규,-,,,단독다가구,37.6249115,127.0556507
2143,서울특별시 노원구 월계동,3**,8m미만,13.0,전세,202204,1,4500,0,2006.0,광운로19가길,-,-,-,,,단독다가구,37.6237338,127.0595423
2145,서울특별시 노원구 상계동,1**,8m미만,27.45,전세,202204,1,5200,0,1994.0,한글비석로24라길,-,-,-,,,단독다가구,37.6662137,127.0697279
2147,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202204,1,4000,0,2012.0,동일로186길,-,-,-,,,단독다가구,37.6251763,127.0734911
2148,서울특별시 노원구 공릉동,6**,25m미만,55.0,전세,202204,1,23000,0,2003.0,섬밭로,202204~202404,갱신,-,"18,000",0.0,단독다가구,37.62053,127.07204
2149,서울특별시 노원구 공릉동,6**,25m미만,55.0,전세,202204,1,23000,0,2003.0,섬밭로,-,-,-,,,단독다가구,37.62053,127.07204
2150,서울특별시 노원구 공릉동,4**,8m미만,18.0,전세,202203,31,6300,0,1998.0,공릉로41길,202204~202304,신규,-,,,단독다가구,37.62463,127.0785032
2151,서울특별시 노원구 공릉동,6**,12m미만,18.18,전세,202203,31,8000,0,2010.0,화랑로,202204~202304,신규,-,,,단독다가구,35.844717,129.2055617
2152,서울특별시 노원구 상계동,1**,8m미만,50.27,전세,202203,31,7000,0,1995.0,한글비석로,-,-,-,,,단독다가구,37.6661065,127.06948626989912
2153,서울특별시 노원구 상계동,3**,8m미만,34.0,전세,202203,31,9000,0,1989.0,상계로12길,202206~202406,신규,-,,,단독다가구,37.6561017,127.0698992
2154,서울특별시 노원구 상계동,3**,8m미만,31.43,전세,202203,31,6000,0,1991.0,한글비석로33길,-,-,-,,,단독다가구,37.6612038,127.0696442
2155,서울특별시 노원구 상계동,3**,8m미만,24.0,전세,202203,31,8400,0,2017.0,한글비석로35길,202204~202404,신규,-,,,단독다가구,37.6615101,127.0692673
2156,서울특별시 노원구 상계동,4**,12m미만,24.0,전세,202203,31,9500,0,1983.0,한글비석로47길,202203~202403,신규,-,,,단독다가구,37.6597828,127.0660447
2157,서울특별시 노원구 월계동,3**,8m미만,14.0,전세,202203,31,7300,0,2018.0,광운로17길,202204~202304,신규,-,,,단독다가구,37.6224818,127.0579185
2159,서울특별시 노원구 월계동,2**,12m미만,20.0,전세,202203,30,6500,0,1993.0,초안산로2길,202204~202404,갱신,-,500,30.0,단독다가구,37.6338158,127.0582095
2160,서울특별시 노원구 공릉동,5**,8m미만,42.0,전세,202203,30,10000,0,1994.0,동일로184길,202204~202404,신규,-,,,단독다가구,37.6238144,127.0748971
2161,서울특별시 노원구 중계동,1**,8m미만,45.92,전세,202203,30,11000,0,1993.0,덕릉로,202203~202403,신규,-,,,단독다가구,37.6449593,127.0609124
2162,서울특별시 노원구 상계동,1**,-,33.0,전세,202203,30,6000,0,,상계로37라길,-,-,-,,,단독다가구,37.6730308,127.07902
2164,서울특별시 노원구 상계동,3**,8m미만,22.26,전세,202203,30,6500,0,1992.0,상계로24길,202204~202404,신규,-,,,단독다가구,37.6579154,127.0709953
2165,서울특별시 노원구 월계동,4**,8m미만,58.28,전세,202203,30,15750,0,1970.0,석계로3길,202203~202403,-,-,,,단독다가구,37.6161412,127.0625455
2166,서울특별시 노원구 월계동,6*,8m미만,25.0,전세,202203,29,7500,0,1992.0,석계로8길,202205~202405,신규,-,,,단독다가구,37.6155459,127.0652096
